label,awk,cat,cat -b,cat -n,cat -s,cd,chattr,chattr +a,chattr +i,chattr -i,crontab,crontab -e,crontab -l,crontab -r,curl,curl -X,curl -d,curl -o,curl -s,echo,echo -e,echo -n,free,free -g,free -h,free -m,grep,grep -E,grep -i,grep -r,grep -v,head,head -n,ifconfig,lockr,ls,ls -R,ls -a,ls -h,ls -l,lscpu,pkill,pkill -9,pkill -f,pkill -u,ps,ps -e,ps -f,ps -u,rm,rm -f,rm -r,sh,tftp,top,uname,uname -a,uname -n,uname -r,uname -s,w,wc,wc -c,wc -l,wc -w,wget,wget --no-check-certificate,wget -O,wget -q,which
ls -h,0.0,0.0,0.0,0.0,0.0,0.22487294248728953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7044311328798216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541094124754763,0.3169592863087043,0.2935036128023052,1.0,0.4083609987919832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ls -l,0.0,0.10790734362053066,0.056644846197916064,0.05795839471634752,0.05515894546623343,0.19641581363486343,0.0852698703252168,0.10173955546811177,0.09957079716756356,0.10173955546811177,0.0,0.0,0.0,0.0,0.09714708384382724,0.049568711769746414,0.049568711769746414,0.11553189266714058,0.06531008503872805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916469702091473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7369681683760543,0.42155736650845166,0.3903612085785361,0.4083609987919832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20457573758914618,0.0,0.10316656128251052,0.05346476408011221,0.05433495889080956,0.0,0.09050286110030868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09714708384382724,0.050638687611378644,0.11553189266714058,0.06531008503872805,0.0
lscpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30200047481055137,0.15187970059956085,0.16091573069402365,0.15187970059956085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25845770280234565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16050778174174077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083873550771554,0.5083873550771554,0.25845770280234565,0.20332834495151955,0.27642282441614635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6914616443587399,0.5477963650497558,0.5996593589478586,0.39632835075505113,0.2580239105500295,0.4361802237433815,0.23766200474663599,0.0,0.0,0.0,0.0,0.0,0.22053207818645945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkill -9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6914616443587399,1.0,0.3787801753510447,0.41464144639319417,0.3925235106354282,0.2555468237486124,0.4319927967992247,0.2353803967596038,0.0,0.0,0.0,0.0,0.0,0.2184149212958431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkill -f,0.0,0.0,0.0,0.2566648492294768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13957303344014477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5477963650497558,0.3787801753510447,1.0,0.5267920518887624,0.21710722990978162,0.14134456029522946,0.23893794107321353,0.32849121709970364,0.0,0.0,0.0,0.0,0.0,0.12080667080741102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkill -u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1635375141764862,0.17045715634938396,0.17045715634938396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15278720542719046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5996593589478586,0.41464144639319417,0.5267920518887624,1.0,0.23766200474663599,0.42006922255463,0.26155955335568964,0.7829248986388739,0.0,0.0,0.0,0.0,0.0,0.1322441246327313,0.0,0.0,0.0,0.0,0.0,0.24847758700272354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39632835075505113,0.3925235106354282,0.21710722990978162,0.23766200474663599,1.0,0.6510357133383576,0.7683664457655544,0.5996593589478586,0.0,0.0,0.0,0.0,0.0,0.22053207818645945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ps -e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2527776768957438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24789608348969255,0.0,0.0,0.0,0.0,0.2580239105500295,0.2555468237486124,0.14134456029522946,0.42006922255463,0.6510357133383576,1.0000000000000002,0.5002339971242361,0.6557424282736211,0.0,0.0,0.0,0.0,0.0,0.14357425883611208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ps -f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18754877788983482,0.09432055446797079,0.09993212313273984,0.09432055446797079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16050778174174077,0.0,0.0,0.0,0.0,0.0,0.20457573758914618,0.16050778174174077,0.4361802237433815,0.4319927967992247,0.23893794107321353,0.26155955335568964,0.7683664457655544,0.5002339971242361,1.0,0.4607581303048168,0.0,0.0,0.0,0.0,0.0,0.24270716698087955,0.31571946103455173,0.31571946103455173,0.16050778174174077,0.12627126705659047,0.17166450792048008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ps -u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1635375141764862,0.17045715634938396,0.17045715634938396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15278720542719043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23766200474663599,0.2353803967596038,0.32849121709970364,0.7829248986388739,0.5996593589478586,0.6557424282736211,0.4607581303048168,1.0,0.0,0.0,0.0,0.0,0.0,0.1322441246327313,0.0,0.0,0.0,0.0,0.0,0.24847758700272354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rm,0.0,0.24207367698058727,0.127074078010391,0.13002082388588307,0.12374068621630252,0.0,0.19128995629687418,0.2282371844231959,0.22337190576206883,0.2282371844231959,0.0,0.0,0.0,0.0,0.21793467436948674,0.11119984904354943,0.11119984904354943,0.2591781905484713,0.14651322049810633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10316656128251052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.5182373379074323,0.5266721912153215,0.0,0.20302937343039879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21793467436948674,0.11360017674668671,0.2591781905484713,0.14651322049810633,0.0
rm -f,0.0,0.12545161793588316,0.06585453190514638,0.0673816456431511,0.0641270438155755,0.0,0.0991335977197211,0.11828103086696469,0.11575966180544435,0.11828103086696469,0.0,0.0,0.0,0.2139700637334624,0.11294188548296588,0.05762791374403737,0.05762791374403737,0.13431581551350497,0.07592862135918325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22422062054600095,0.0,0.05346476408011221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182373379074323,1.0,0.48271330048082733,0.0,0.1052174020035838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11294188548296588,0.058871853183016694,0.13431581551350497,0.07592862135918325,0.0
rm -r,0.0,0.1274934738909158,0.06692638311239932,0.06847835221959944,0.06517077835202757,0.0,0.1007471004403578,0.12020617803698003,0.11764377106365108,0.12020617803698003,0.0,0.0,0.0,0.21745264973770326,0.11478013249197513,0.05856586815857915,0.05856586815857915,0.1365019455313855,0.07716443888175122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20351747271983434,0.0,0.0,0.0,0.0,0.0,0.0,0.21325324639590518,0.0,0.0,0.05433495889080956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5266721912153215,0.48271330048082733,1.0000000000000002,0.0,0.1069299249856619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11478013249197513,0.059830054009625294,0.1365019455313855,0.07716443888175122,0.0
sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tftp,0.0,0.2123591219040576,0.11147572904103238,0.11406076172364034,0.10855151124426803,0.0,0.1678091052895742,0.20022105944981028,0.19595299396998386,0.20022105944981028,0.0,0.0,0.0,0.0,0.1911831829830152,0.0975500624161033,0.0975500624161033,0.22736405563819168,0.12852871588681047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050286110030868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20302937343039879,0.1052174020035838,0.1069299249856619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1911831829830152,0.09965574978235539,0.22736405563819168,0.12852871588681047,0.0
top,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22053207818645945,0.2184149212958431,0.12080667080741102,0.1322441246327313,0.22053207818645945,0.14357425883611208,0.24270716698087955,0.1322441246327313,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5940361651298709,0.29874799025343746,0.3165218982867941,0.29874799025343746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083873550771554,0.0,0.0,0.0,0.0,0.0,0.0,0.5083873550771554,0.0,0.0,0.0,0.0,0.0,0.0,0.31571946103455173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5083873550771554,0.3999476834365037,0.5437248225306373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uname -a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5940361651298709,0.29874799025343746,0.3165218982867941,0.29874799025343746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083873550771554,0.0,0.0,0.0,0.0,0.0,0.0,0.5083873550771554,0.0,0.0,0.0,0.0,0.0,0.0,0.31571946103455173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5083873550771554,0.3999476834365037,0.5437248225306373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uname -n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30200047481055137,0.15187970059956085,0.16091573069402365,0.15187970059956085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25845770280234565,0.0,0.0,0.0,0.0,0.0,0.0,0.25845770280234565,0.0,0.0,0.0,0.0,0.0,0.0,0.16050778174174077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083873550771554,0.5083873550771554,1.0,0.20332834495151955,0.27642282441614635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uname -r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23758338812119625,0.1194835666331735,0.12659219997672796,0.1194835666331735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20332834495151955,0.0,0.0,0.0,0.0,0.0,0.0,0.20332834495151955,0.0,0.0,0.0,0.0,0.0,0.0,0.12627126705659047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999476834365037,0.3999476834365037,0.20332834495151955,1.0,0.7355700289257403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uname -s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32299220846201937,0.16243669798193483,0.17210081297304755,0.16243669798193483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27642282441614635,0.0,0.0,0.0,0.0,0.0,0.0,0.27642282441614635,0.0,0.0,0.0,0.0,0.0,0.0,0.17166450792048008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5437248225306373,0.5437248225306373,0.27642282441614635,0.7355700289257403,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2271019346685393,0.23671113126537155,0.23671113126537155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24847758700272354,0.0,0.0,0.0,0.24847758700272354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wc,0.0,0.0,0.23140194125477112,0.0,0.2253318336121115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167277192611114,0.3647534902297455,0.5149284000735385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6173147552779902,0.8244198192976686,0.6173147552779902,0.0,0.0,0.0,0.0,0.0
wc -c,0.0,0.0,0.14284783273654086,0.0,0.13910066572260138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10326267922031906,0.2251677115579681,0.31787289927708334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173147552779902,1.0000000000000002,0.7566489622149966,0.6400842941505273,0.0,0.0,0.0,0.0,0.0
wc -l,0.0,0.0,0.27324854715043173,0.0,0.26608072441995034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975275125374404,0.4307153204198635,0.6080477823290067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8244198192976686,0.7566489622149966,1.0,0.7566489622149966,0.0,0.0,0.0,0.0,0.0
wc -w,0.0,0.0,0.14284783273654086,0.0,0.13910066572260138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10326267922031906,0.2251677115579681,0.31787289927708334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173147552779902,0.6400842941505273,0.7566489622149966,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
wget,0.0,0.22794936170857308,0.11965966450163422,0.12243447607889488,0.11652076670297767,0.0,0.18012872767917718,0.2149201894082915,0.21033878601420333,0.2149201894082915,0.0,0.0,0.0,0.0,1.0,0.5102439497765328,0.5102439497765328,0.7166515129985545,0.6722804479002162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09714708384382724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21793467436948674,0.11294188548296588,0.11478013249197513,0.0,0.1911831829830152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5212579277498944,0.7166515129985545,0.6722804479002162,0.0
wget --no-check-certificate,0.0,0.11882041191612196,0.06237354875336947,0.06381994128602878,0.06073737339142305,0.0,0.09389352731827295,0.11202885256258084,0.10964075972319212,0.11202885256258084,0.0,0.0,0.0,0.0,0.5212579277498944,0.2659687039074367,0.2659687039074367,0.37356028258445306,0.3504315131392376,0.0,0.0,0.21276402886636325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050638687611378644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11360017674668671,0.058871853183016694,0.059830054009625294,0.0,0.09965574978235539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5212579277498944,1.0,0.37356028258445306,0.3504315131392376,0.0
wget -O,0.0,0.2710881289323584,0.14230491507097637,0.2967955361314638,0.13857198980735763,0.0,0.214217576164759,0.25559322289732295,0.25014480196436356,0.25559322289732295,0.0,0.0,0.0,0.0,0.7166515129985545,0.36566709860571067,0.36566709860571067,1.0,0.6521591565673754,0.24952241049313192,0.12877877235461366,0.13153523086366367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11553189266714058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591781905484713,0.13431581551350497,0.1365019455313855,0.0,0.22736405563819168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166515129985545,0.37356028258445306,1.0,0.6521591565673754,0.0
wget -q,0.0,0.15324589898800792,0.08044485284674828,0.2532462463567666,0.07833463322875445,0.0,0.12109702172385334,0.14448664119820553,0.1414066532724164,0.14448664119820553,0.0,0.0,0.0,0.0,0.6722804479002162,0.343027031094143,0.343027031094143,0.6521591565673754,1.0000000000000002,0.28210963175902054,0.14559707072218578,0.14871351823249274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06531008503872805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14651322049810633,0.07592862135918325,0.07716443888175122,0.0,0.12852871588681047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6722804479002162,0.3504315131392376,0.6521591565673754,1.0000000000000002,0.0
which,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
